,TI,EN,TI_tokenized,EN_tokenized
3520,ንቕድሜኻ ኣብ መገዲ ኣብ ዝዀነ ኦም ወይ ኣብ ምድሪ እንዳ ዑፍ ምስ ጨጨውት ወይ እንቋቚሖ፡ ኣዲኦም ከኣ ነቶም ጨጨውት ወይ እንቋቚሖ ሐቚፋ እንተ ጸንሓትካ፡ ነታ ኣደ ምስ ጨጨውታ ኣይትውሰዳ።,"If a bird''s nest chance to be before you in the way, in any tree or on the ground, with young ones or eggs, and the hen sitting on the young, or on the eggs, you shall not take the hen with the young:","['ንቕድሜኻ', 'ኣብ', 'መገዲ', 'ኣብ', 'ዝዀነ', 'ኦም', 'ወይ', 'ኣብ', 'ምድሪ', 'እንዳ', 'ዑፍ', 'ምስ', 'ጨጨውት', 'ወይ', 'እንቋቚሖ', 'ኣዲኦም', 'ከኣ', 'ነቶም', 'ጨጨውት', 'ወይ', 'እንቋቚሖ', 'ሐቚፋ', 'እንተ', 'ጸንሓትካ', 'ነታ', 'ኣደ', 'ምስ', 'ጨጨውታ', 'ኣይትውሰዳ']","['if', 'a', ""bird''s"", 'nest', 'chance', 'to', 'be', 'before', 'you', 'in', 'the', 'way', 'in', 'any', 'tree', 'or', 'on', 'the', 'ground', 'with', 'young', 'ones', 'or', 'eggs', 'and', 'the', 'hen', 'sitting', 'on', 'the', 'young', 'or', 'on', 'the', 'eggs', 'you', 'shall', 'not', 'take', 'the', 'hen', 'with', 'the', 'young']"
3521,ምእንቲ ኺጽብቐልካ፡ መዓልትታትካ ኸኣ ኪነውሕሲ፡ ነታ ኣደ ትኺድ ሕደጋ፡ እቶም ጨጨውታ ድማ ንኣኻ ውሰዶም።,"you shall surely let the hen go, but the young you may take to yourself; that it may be well with you, and that you may prolong your days.","['ምእንቲ', 'ኺጽብቐልካ', 'መዓልትታትካ', 'ኸኣ', 'ኪነውሕሲ', 'ነታ', 'ኣደ', 'ትኺድ', 'ሕደጋ', 'እቶም', 'ጨጨውታ', 'ድማ', 'ንኣኻ', 'ውሰዶም']","['you', 'shall', 'surely', 'let', 'the', 'hen', 'go', 'but', 'the', 'young', 'you', 'may', 'take', 'to', 'yourself', 'that', 'it', 'may', 'be', 'well', 'with', 'you', 'and', 'that', 'you', 'may', 'prolong', 'your', 'days']"
3522,ሓድሽ ቤት ምስ እትሰርሕ፡ ገለ ሰብ ካብኣ እንተ ጸደፈ፡ ንቤትካ ደም ከይተምጽኣላ፡ ንናሕስኻ መጋረዲ ግበረሉ።,"When you build a new house, then you shall make a battlement for your roof, that you don''t bring blood on your house, if any man fall from there.","['ሓድሽ', 'ቤት', 'ምስ', 'እትሰርሕ', 'ገለ', 'ሰብ', 'ካብኣ', 'እንተ', 'ጸደፈ', 'ንቤትካ', 'ደም', 'ከይተምጽኣላ', 'ንናሕስኻ', 'መጋረዲ', 'ግበረሉ']","['when', 'you', 'build', 'a', 'new', 'house', 'then', 'you', 'shall', 'make', 'a', 'battlement', 'for', 'your', 'roof', 'that', 'you', ""don''t"", 'bring', 'blood', 'on', 'your', 'house', 'if', 'any', 'man', 'fall', 'from', 'there']"
3523,ኣብ ኣታኽልቲ ወይንኻ፡ እቲ ዝዘራእካዮ ዘርኢ ምስቲ ፍረ ወይኒ ሐቢሩ ኸይቅደስ፡ ክልተ ዓይነት ዘርኢ ኣይትዝራእ,"You shall not sow your vineyard with two kinds of seed, lest the whole fruit be forfeited, the seed which you have sown, and the increase of the vineyard.","['ኣብ', 'ኣታኽልቲ', 'ወይንኻ', 'እቲ', 'ዝዘራእካዮ', 'ዘርኢ', 'ምስቲ', 'ፍረ', 'ወይኒ', 'ሐቢሩ', 'ኸይቅደስ', 'ክልተ', 'ዓይነት', 'ዘርኢ', 'ኣይትዝራእ']","['you', 'shall', 'not', 'sow', 'your', 'vineyard', 'with', 'two', 'kinds', 'of', 'seed', 'lest', 'the', 'whole', 'fruit', 'be', 'forfeited', 'the', 'seed', 'which', 'you', 'have', 'sown', 'and', 'the', 'increase', 'of', 'the', 'vineyard']"
3524,ብዕራይን ኣድግን ብሓደ ጸሚድካ ኣይትሕረስ።,You shall not plow with an ox and a donkey together.,"['ብዕራይን', 'ኣድግን', 'ብሓደ', 'ጸሚድካ', 'ኣይትሕረስ']","['you', 'shall', 'not', 'plow', 'with', 'an', 'ox', 'and', 'a', 'donkey', 'together']"
3525,ካብ ጸጕርን ልሕጺ እንጣጢዕን ተሐዊሱ እተአልመ ዓለባ ኣይትከደን።,"You shall not wear a mixed stuff, wool and linen together.","['ካብ', 'ጸጕርን', 'ልሕጺ', 'እንጣጢዕን', 'ተሐዊሱ', 'እተአልመ', 'ዓለባ', 'ኣይትከደን']","['you', 'shall', 'not', 'wear', 'a', 'mixed', 'stuff', 'wool', 'and', 'linen', 'together']"
3526,ነቲ እተኸድኖ ኽዳንካ ኣብ ኣርባዕተ መኣዝኑ ዘፈር ግበረሉ፡,"You shall make yourselves fringes on the four borders of your cloak, with which you cover yourself.","['ነቲ', 'እተኸድኖ', 'ኽዳንካ', 'ኣብ', 'ኣርባዕተ', 'መኣዝኑ', 'ዘፈር', 'ግበረሉ']","['you', 'shall', 'make', 'yourselves', 'fringes', 'on', 'the', 'four', 'borders', 'of', 'your', 'cloak', 'with', 'which', 'you', 'cover', 'yourself']"
3527,ሓደ ሰብኣይ ሰበይቲ እንተ ወሰደ፡ ምስ ኣተዋ ኸኣ እንተ ጸልኣ፡,"If any man takes a wife, and goes in to her, and hates her,","['ሓደ', 'ሰብኣይ', 'ሰበይቲ', 'እንተ', 'ወሰደ', 'ምስ', 'ኣተዋ', 'ኸኣ', 'እንተ', 'ጸልኣ']","['if', 'any', 'man', 'takes', 'a', 'wife', 'and', 'goes', 'in', 'to', 'her', 'and', 'hates', 'her']"
3528,ዜነውር ነገር ድማ እንተ ኣሰከማ፡ ነዛ ሰበይቲ እዚኣ ወሰድክዋ፡ ምስ ቀረብክዋ ግና ድንግልና ኣይረኸብኩላን፡ ኢሉ ኽፉእ ስም እንተ ኣውረየላ፡,"and accuses her of shameful things, and brings up an evil name on her, and says, I took this woman, and when I came near to her, I didn''t find in her the tokens of virginity;","['ዜነውር', 'ነገር', 'ድማ', 'እንተ', 'ኣሰከማ', 'ነዛ', 'ሰበይቲ', 'እዚኣ', 'ወሰድክዋ', 'ምስ', 'ቀረብክዋ', 'ግና', 'ድንግልና', 'ኣይረኸብኩላን', 'ኢሉ', 'ኽፉእ', 'ስም', 'እንተ', 'ኣውረየላ']","['and', 'accuses', 'her', 'of', 'shameful', 'things', 'and', 'brings', 'up', 'an', 'evil', 'name', 'on', 'her', 'and', 'says', 'i', 'took', 'this', 'woman', 'and', 'when', 'i', 'came', 'near', 'to', 'her', 'i', ""didn''t"", 'find', 'in', 'her', 'the', 'tokens', 'of', 'virginity']"
3529,ሽዑ ኣቦ እታ ጓልን ኣዲኣን ምልክት ድንግልና እታ ጓል ወሲዶም ናብ ዓበይቲ እታ ኸተማ ኣብ ደገ የውጽእዋ።,"then shall the father of the young lady, and her mother, take and bring forth the tokens of the young lady''s virginity to the elders of the city in the gate;","['ሽዑ', 'ኣቦ', 'እታ', 'ጓልን', 'ኣዲኣን', 'ምልክት', 'ድንግልና', 'እታ', 'ጓል', 'ወሲዶም', 'ናብ', 'ዓበይቲ', 'እታ', 'ኸተማ', 'ኣብ', 'ደገ', 'የውጽእዋ']","['then', 'shall', 'the', 'father', 'of', 'the', 'young', 'lady', 'and', 'her', 'mother', 'take', 'and', 'bring', 'forth', 'the', 'tokens', 'of', 'the', 'young', ""lady''s"", 'virginity', 'to', 'the', 'elders', 'of', 'the', 'city', 'in', 'the', 'gate']"
3530,ኣቦ እታ ጓል ከኣ ነቶም ዓበይቲ ይበሎም፡ ነዚ ሰብኣይ እዚ ጓለይ፡ ሰበይቱ ኽትከውን፡ ሀብክዎ፡ ንሱ ኸኣ ጸልኣ።,"and the young lady''s father shall tell the elders, I gave my daughter to this man to wife, and he hates her;","['ኣቦ', 'እታ', 'ጓል', 'ከኣ', 'ነቶም', 'ዓበይቲ', 'ይበሎም', 'ነዚ', 'ሰብኣይ', 'እዚ', 'ጓለይ', 'ሰበይቱ', 'ኽትከውን', 'ሀብክዎ', 'ንሱ', 'ኸኣ', 'ጸልኣ']","['and', 'the', 'young', ""lady''s"", 'father', 'shall', 'tell', 'the', 'elders', 'i', 'gave', 'my', 'daughter', 'to', 'this', 'man', 'to', 'wife', 'and', 'he', 'hates', 'her']"
3531,እንሆ ድማ፡ ንጓልካ ድንግልና ኣይረኸብኩላን፡ ኢሉ ዜነውር ነገር ኣሰከማ። ምልክት ድንግልና ጓለይ እዚ እዩ። ነቲ ኽዳና ኸኣ ኣብ ቅድሚ እቶም ዓበይቲ እታ ኸተማ ይዘርግሕዎ።,"and behold, he has laid shameful things [to her charge], saying, I didn''t find in your daughter the tokens of virginity; and yet these are the tokens of my daughter''s virginity. They shall spread the garment before the elders of the city.","['እንሆ', 'ድማ', 'ንጓልካ', 'ድንግልና', 'ኣይረኸብኩላን', 'ኢሉ', 'ዜነውር', 'ነገር', 'ኣሰከማ', 'ምልክት', 'ድንግልና', 'ጓለይ', 'እዚ', 'እዩ', 'ነቲ', 'ኽዳና', 'ኸኣ', 'ኣብ', 'ቅድሚ', 'እቶም', 'ዓበይቲ', 'እታ', 'ኸተማ', 'ይዘርግሕዎ']","['and', 'behold', 'he', 'has', 'laid', 'shameful', 'things', 'to', 'her', 'charge', 'saying', 'i', ""didn''t"", 'find', 'in', 'your', 'daughter', 'the', 'tokens', 'of', 'virginity', 'and', 'yet', 'these', 'are', 'the', 'tokens', 'of', 'my', ""daughter''s"", 'virginity', 'they', 'shall', 'spread', 'the', 'garment', 'before', 'the', 'elders', 'of', 'the', 'city']"
3532,ሽዑ እቶም ዓበይቲ እታ ኸተማ ነቲ ሰብኣይ ወሲዶም ይቕጽዕዎ።,The elders of that city shall take the man and chastise him;,"['ሽዑ', 'እቶም', 'ዓበይቲ', 'እታ', 'ኸተማ', 'ነቲ', 'ሰብኣይ', 'ወሲዶም', 'ይቕጽዕዎ']","['the', 'elders', 'of', 'that', 'city', 'shall', 'take', 'the', 'man', 'and', 'chastise', 'him']"
3533,ንድንግል እስራኤል ክፉእ ስም ስለ ዘውረየላ፡ ሚእቲ ሲቃል ብሩር የዕድይዎ፡ ነቦ እታ ጓል ድማ ይሀብዎ። ሰበይቱ ከኣ ትኹን፡ ብዅሉ ዘበኑ ኺፈትሓ ኣይኽእልን።,"and they shall fine him one hundred [shekels] of silver, and give them to the father of the young lady, because he has brought up an evil name on a virgin of Israel: and she shall be his wife; he may not put her away all his days.","['ንድንግል', 'እስራኤል', 'ክፉእ', 'ስም', 'ስለ', 'ዘውረየላ', 'ሚእቲ', 'ሲቃል', 'ብሩር', 'የዕድይዎ', 'ነቦ', 'እታ', 'ጓል', 'ድማ', 'ይሀብዎ', 'ሰበይቱ', 'ከኣ', 'ትኹን', 'ብዅሉ', 'ዘበኑ', 'ኺፈትሓ', 'ኣይኽእልን']","['and', 'they', 'shall', 'fine', 'him', 'one', 'hundred', 'shekels', 'of', 'silver', 'and', 'give', 'them', 'to', 'the', 'father', 'of', 'the', 'young', 'lady', 'because', 'he', 'has', 'brought', 'up', 'an', 'evil', 'name', 'on', 'a', 'virgin', 'of', 'israel', 'and', 'she', 'shall', 'be', 'his', 'wife', 'he', 'may', 'not', 'put', 'her', 'away', 'all', 'his', 'days']"
3534,እቲ ነገር ሓቂ እንተ ዀነ ግና፡ እታ ጓል ድንግልና እንተ ዘይተረኽባ፡,"But if this thing be true, that the tokens of virginity were not found in the young lady;","['እቲ', 'ነገር', 'ሓቂ', 'እንተ', 'ዀነ', 'ግና', 'እታ', 'ጓል', 'ድንግልና', 'እንተ', 'ዘይተረኽባ']","['but', 'if', 'this', 'thing', 'be', 'true', 'that', 'the', 'tokens', 'of', 'virginity', 'were', 'not', 'found', 'in', 'the', 'young', 'lady']"
3535,ሽዑ ነታ ጓል ናብ ደገ ቤት ኣቦኣ የውጽእዋ፡ ኣብ ቤት ኣቦኣ ብምምንንዛራ ኣብ እስራኤል ነውሪ ስለ ዝገበረት፡ እቶም ሰብ እታ ኸተማኣ ብዳርባ እምኒ ይቕተልዋ፡ ትሙት። ክፉእ ዘበለስ ካብ ማእከልካ ኣርሕቆ።,"then they shall bring out the young lady to the door of her father''s house, and the men of her city shall stone her to death with stones, because she has done folly in Israel, to play the prostitute in her father''s house: so shall you put away the evil from the midst of you.","['ሽዑ', 'ነታ', 'ጓል', 'ናብ', 'ደገ', 'ቤት', 'ኣቦኣ', 'የውጽእዋ', 'ኣብ', 'ቤት', 'ኣቦኣ', 'ብምምንንዛራ', 'ኣብ', 'እስራኤል', 'ነውሪ', 'ስለ', 'ዝገበረት', 'እቶም', 'ሰብ', 'እታ', 'ኸተማኣ', 'ብዳርባ', 'እምኒ', 'ይቕተልዋ', 'ትሙት', 'ክፉእ', 'ዘበለስ', 'ካብ', 'ማእከልካ', 'ኣርሕቆ']","['then', 'they', 'shall', 'bring', 'out', 'the', 'young', 'lady', 'to', 'the', 'door', 'of', 'her', ""father''s"", 'house', 'and', 'the', 'men', 'of', 'her', 'city', 'shall', 'stone', 'her', 'to', 'death', 'with', 'stones', 'because', 'she', 'has', 'done', 'folly', 'in', 'israel', 'to', 'play', 'the', 'prostitute', 'in', 'her', ""father''s"", 'house', 'so', 'shall', 'you', 'put', 'away', 'the', 'evil', 'from', 'the', 'midst', 'of', 'you']"
3536,ሰብኣይ ምስ ምርዕውቲ ሰበይቲ ደቂሱ እንተ ተረክበ፡ እቲ ምስታ ሰበይቲ ዝደቀሰ ሰብኣይን እታ ሰበይትን ክልቲኦም ይሙቱ። ነቲ ኽፉእ ካብ እስራኤል ኣርሕቆ።,"If a man be found lying with a woman married to a husband, then they shall both of them die, the man who lay with the woman, and the woman: so shall you put away the evil from Israel.","['ሰብኣይ', 'ምስ', 'ምርዕውቲ', 'ሰበይቲ', 'ደቂሱ', 'እንተ', 'ተረክበ', 'እቲ', 'ምስታ', 'ሰበይቲ', 'ዝደቀሰ', 'ሰብኣይን', 'እታ', 'ሰበይትን', 'ክልቲኦም', 'ይሙቱ', 'ነቲ', 'ኽፉእ', 'ካብ', 'እስራኤል', 'ኣርሕቆ']","['if', 'a', 'man', 'be', 'found', 'lying', 'with', 'a', 'woman', 'married', 'to', 'a', 'husband', 'then', 'they', 'shall', 'both', 'of', 'them', 'die', 'the', 'man', 'who', 'lay', 'with', 'the', 'woman', 'and', 'the', 'woman', 'so', 'shall', 'you', 'put', 'away', 'the', 'evil', 'from', 'israel']"
3537,ኣብ ሰብኣይ እተሐጽየት ድንግል ጓል እንተላ፡ ሰብኣይ ከኣ ኣብ ከተማ ረኺብዋ ምስኣ እንተ ደቀሰ፡,"If there be a young lady who is a virgin pledged to be married to a husband, and a man find her in the city, and lie with her;","['ኣብ', 'ሰብኣይ', 'እተሐጽየት', 'ድንግል', 'ጓል', 'እንተላ', 'ሰብኣይ', 'ከኣ', 'ኣብ', 'ከተማ', 'ረኺብዋ', 'ምስኣ', 'እንተ', 'ደቀሰ']","['if', 'there', 'be', 'a', 'young', 'lady', 'who', 'is', 'a', 'virgin', 'pledged', 'to', 'be', 'married', 'to', 'a', 'husband', 'and', 'a', 'man', 'find', 'her', 'in', 'the', 'city', 'and', 'lie', 'with', 'her']"
3538,እታ ጓል፡ ኣብ ከተማ ኽነሳ ስለ ዘየእወየት፡ እቲ ሰብኣይ ከኣ፡ ሰበይቲ ብጻዩ ስለ ዘነወረ፡ ንኽልቲኦም ናብ ደገ እታ ኸተማ እቲኣ ኣውጺእኩም፡ ኪሞቱ ብዳርባ እምኒ ቕተልዎም። ነቲ ኽፉእ ካብ ማእከልካ ኣርሕቆ።,"then you shall bring them both out to the gate of that city, and you shall stone them to death with stones; the lady, because she didn''t cry, being in the city; and the man, because he has humbled his neighbor''s wife: so you shall put away the evil from the midst of you.","['እታ', 'ጓል', 'ኣብ', 'ከተማ', 'ኽነሳ', 'ስለ', 'ዘየእወየት', 'እቲ', 'ሰብኣይ', 'ከኣ', 'ሰበይቲ', 'ብጻዩ', 'ስለ', 'ዘነወረ', 'ንኽልቲኦም', 'ናብ', 'ደገ', 'እታ', 'ኸተማ', 'እቲኣ', 'ኣውጺእኩም', 'ኪሞቱ', 'ብዳርባ', 'እምኒ', 'ቕተልዎም', 'ነቲ', 'ኽፉእ', 'ካብ', 'ማእከልካ', 'ኣርሕቆ']","['then', 'you', 'shall', 'bring', 'them', 'both', 'out', 'to', 'the', 'gate', 'of', 'that', 'city', 'and', 'you', 'shall', 'stone', 'them', 'to', 'death', 'with', 'stones', 'the', 'lady', 'because', 'she', ""didn''t"", 'cry', 'being', 'in', 'the', 'city', 'and', 'the', 'man', 'because', 'he', 'has', 'humbled', 'his', ""neighbor''s"", 'wife', 'so', 'you', 'shall', 'put', 'away', 'the', 'evil', 'from', 'the', 'midst', 'of', 'you']"
3539,ግናኸ እቲ ሰብኣይ ነታ ሕጽይቲ ጓል ኣብ መሮር እንተ ረኸባ እሞ ብሓይሊ እንተ ደቀሳ፡ ሽዑ እቲ ዝደቀሳ ሰብኣይ በይኑ ይሙት።,"But if the man find the lady who is pledged to be married in the field, and the man force her, and lie with her; then the man only who lay with her shall die:","['ግናኸ', 'እቲ', 'ሰብኣይ', 'ነታ', 'ሕጽይቲ', 'ጓል', 'ኣብ', 'መሮር', 'እንተ', 'ረኸባ', 'እሞ', 'ብሓይሊ', 'እንተ', 'ደቀሳ', 'ሽዑ', 'እቲ', 'ዝደቀሳ', 'ሰብኣይ', 'በይኑ', 'ይሙት']","['but', 'if', 'the', 'man', 'find', 'the', 'lady', 'who', 'is', 'pledged', 'to', 'be', 'married', 'in', 'the', 'field', 'and', 'the', 'man', 'force', 'her', 'and', 'lie', 'with', 'her', 'then', 'the', 'man', 'only', 'who', 'lay', 'with', 'her', 'shall', 'die']"
3540,ነታ ጓል ግና ገለ ኣይትግበራ፡ እዚ ሰብኣይ ንብጻዩ ተንሲኡ ኸም ዚቐተሎ እዩ እሞ፡ እታ ጓልሲ ንሞት ዚኸውን በደል የብላን።,"but to the lady you shall do nothing; there is in the lady no sin worthy of death: for as when a man rises against his neighbor, and kills him, even so is this matter;","['ነታ', 'ጓል', 'ግና', 'ገለ', 'ኣይትግበራ', 'እዚ', 'ሰብኣይ', 'ንብጻዩ', 'ተንሲኡ', 'ኸም', 'ዚቐተሎ', 'እዩ', 'እሞ', 'እታ', 'ጓልሲ', 'ንሞት', 'ዚኸውን', 'በደል', 'የብላን']","['but', 'to', 'the', 'lady', 'you', 'shall', 'do', 'nothing', 'there', 'is', 'in', 'the', 'lady', 'no', 'sin', 'worthy', 'of', 'death', 'for', 'as', 'when', 'a', 'man', 'rises', 'against', 'his', 'neighbor', 'and', 'kills', 'him', 'even', 'so', 'is', 'this', 'matter']"
3541,ኣብ መሮር እዩ ዝረኽባ እምበር፡ ንሳ፡ እታ ሕጽይቲ ጓልሲ፡ ኣእውያ፡ ዜድሕና ግና ኣይነበረን።,"for he found her in the field, the pledged to be married lady cried, and there was none to save her.","['ኣብ', 'መሮር', 'እዩ', 'ዝረኽባ', 'እምበር', 'ንሳ', 'እታ', 'ሕጽይቲ', 'ጓልሲ', 'ኣእውያ', 'ዜድሕና', 'ግና', 'ኣይነበረን']","['for', 'he', 'found', 'her', 'in', 'the', 'field', 'the', 'pledged', 'to', 'be', 'married', 'lady', 'cried', 'and', 'there', 'was', 'none', 'to', 'save', 'her']"
3542,ሓደ ሰብኣይ ሓንቲ ዘይተሐጽየት ድንግል ጓል እንተ ረከበ እሞ ሒዙ እንተ ደቀሳ፡ እንተ ተረኽቡ ኸኣ፡,"If a man find a lady who is a virgin, who is not pledged to be married, and lay hold on her, and lie with her, and they be found;","['ሓደ', 'ሰብኣይ', 'ሓንቲ', 'ዘይተሐጽየት', 'ድንግል', 'ጓል', 'እንተ', 'ረከበ', 'እሞ', 'ሒዙ', 'እንተ', 'ደቀሳ', 'እንተ', 'ተረኽቡ', 'ኸኣ']","['if', 'a', 'man', 'find', 'a', 'lady', 'who', 'is', 'a', 'virgin', 'who', 'is', 'not', 'pledged', 'to', 'be', 'married', 'and', 'lay', 'hold', 'on', 'her', 'and', 'lie', 'with', 'her', 'and', 'they', 'be', 'found']"
3543,እቲ ምስኣ ዝደቀሰ ሰብኣይ ነቦ እታ ጓል ሓምሳ ሲቃል ብሩር ይሀቦ፡ ኣነዊርዋ እዩ እሞ፡ ሰበይቱ ትዅን። ብዅ ዘበኑ ኺፈትሓ ኣይኽእልን።,"then the man who lay with her shall give to the lady''s father fifty [shekels] of silver, and she shall be his wife, because he has humbled her; he may not put her away all his days.","['እቲ', 'ምስኣ', 'ዝደቀሰ', 'ሰብኣይ', 'ነቦ', 'እታ', 'ጓል', 'ሓምሳ', 'ሲቃል', 'ብሩር', 'ይሀቦ', 'ኣነዊርዋ', 'እዩ', 'እሞ', 'ሰበይቱ', 'ትዅን', 'ብዅ', 'ዘበኑ', 'ኺፈትሓ', 'ኣይኽእልን']","['then', 'the', 'man', 'who', 'lay', 'with', 'her', 'shall', 'give', 'to', 'the', ""lady''s"", 'father', 'fifty', 'shekels', 'of', 'silver', 'and', 'she', 'shall', 'be', 'his', 'wife', 'because', 'he', 'has', 'humbled', 'her', 'he', 'may', 'not', 'put', 'her', 'away', 'all', 'his', 'days']"
