,EN,TI,TI_tokenized,EN_tokenized
716,"Rebekah arose with her ladies. They rode on the camels, and followed the man. The servant took Rebekah, and went his way.",ርብቃ ኸኣ ምስ ኣግራዳ ኣብ ኣግማል ተወጢሔን ነቲ ሰብኣይ ሰዓባኦ። እቲ ግዙእ ድማ ንርብቃ ወሰዳ እሞ ኸደ።,"['ርብቃ', 'ኸኣ', 'ምስ', 'ኣግራዳ', 'ኣብ', 'ኣግማል', 'ተወጢሔን', 'ነቲ', 'ሰብኣይ', 'ሰዓባኦ', 'እቲ', 'ግዙእ', 'ድማ', 'ንርብቃ', 'ወሰዳ', 'እሞ', 'ኸደ']","['rebekah', 'arose', 'with', 'her', 'ladies', 'they', 'rode', 'on', 'the', 'camels', 'and', 'followed', 'the', 'man', 'the', 'servant', 'took', 'rebekah', 'and', 'went', 'his', 'way']"
717,"Isaac came from the way of Beer Lahai Roi, for he lived in the land of the South.",ይስሃቅ ከኣ ኣብ ምድሪ ደቡብ ተቐሚጡ ነበረ እሞ፡ ካብታ መገዲ ብኤር-ሓላይ-ሮይ ይመጽእ ነበረ።,"['ይስሃቅ', 'ከኣ', 'ኣብ', 'ምድሪ', 'ደቡብ', 'ተቐሚጡ', 'ነበረ', 'እሞ', 'ካብታ', 'መገዲ', 'ብኤር-ሓላይ-ሮይ', 'ይመጽእ', 'ነበረ']","['isaac', 'came', 'from', 'the', 'way', 'of', 'beer', 'lahai', 'roi', 'for', 'he', 'lived', 'in', 'the', 'land', 'of', 'the', 'south']"
718,"Isaac went out to meditate in the field at the evening. He lifted up his eyes, and saw, and, behold, there were camels coming.",ይስሃቅ ድማ ኣጋ ምሸት ኣብ መሮር ኰይኑ ብሓሳቡ ኼስተንትን ወጺኡ ነበረ። ኣዒንቱ ኸኣ ቋሕ ኣበለ፡ እንሆ፡ ኣግማል ኪመጻ ረኣየ።,"['ይስሃቅ', 'ድማ', 'ኣጋ', 'ምሸት', 'ኣብ', 'መሮር', 'ኰይኑ', 'ብሓሳቡ', 'ኼስተንትን', 'ወጺኡ', 'ነበረ', 'ኣዒንቱ', 'ኸኣ', 'ቋሕ', 'ኣበለ', 'እንሆ', 'ኣግማል', 'ኪመጻ', 'ረኣየ']","['isaac', 'went', 'out', 'to', 'meditate', 'in', 'the', 'field', 'at', 'the', 'evening', 'he', 'lifted', 'up', 'his', 'eyes', 'and', 'saw', 'and', 'behold', 'there', 'were', 'camels', 'coming']"
719,"Rebekah lifted up her eyes, and when she saw Isaac, she dismounted from the camel.",ርብቃ ድማ ኣዒንታ ቛሕ ኣቢላ፡ ንይስሃቅ ምስ ረኣየቶ፡ ቀልጢፋ ኻብ ገመል ወረደት።,"['ርብቃ', 'ድማ', 'ኣዒንታ', 'ቛሕ', 'ኣቢላ', 'ንይስሃቅ', 'ምስ', 'ረኣየቶ', 'ቀልጢፋ', 'ኻብ', 'ገመል', 'ወረደት']","['rebekah', 'lifted', 'up', 'her', 'eyes', 'and', 'when', 'she', 'saw', 'isaac', 'she', 'dismounted', 'from', 'the', 'camel']"
720,"She said to the servant, ""Who is the man who is walking in the field to meet us?"" The servant said, ""It is my master."" She took her veil, and covered herself.",ነቲ ግዙእ ድማ፡ እቲ ኣብ መሮር ኪቕበለና ዚመጽእ ዘሎ እንታዋይ ሰብኣይ እዩ፧ በለቶ። እቲ ግዙእ ከኣ፡ ንሱ ጐይታይ እዩ፡ በለ። ሽዑ መጐልበቢኣ ወሲዳ ተጐልበበት።,"['ነቲ', 'ግዙእ', 'ድማ', 'እቲ', 'ኣብ', 'መሮር', 'ኪቕበለና', 'ዚመጽእ', 'ዘሎ', 'እንታዋይ', 'ሰብኣይ', 'እዩ', 'በለቶ', 'እቲ', 'ግዙእ', 'ከኣ', 'ንሱ', 'ጐይታይ', 'እዩ', 'በለ', 'ሽዑ', 'መጐልበቢኣ', 'ወሲዳ', 'ተጐልበበት']","['she', 'said', 'to', 'the', 'servant', '""who', 'is', 'the', 'man', 'who', 'is', 'walking', 'in', 'the', 'field', 'to', 'meet', 'us?""', 'the', 'servant', 'said', '""it', 'is', 'my', 'master.""', 'she', 'took', 'her', 'veil', 'and', 'covered', 'herself']"
721,The servant told Isaac all the things that he had done.,እቲ ግዙእ ድማ ዝገበሮ ዅሉ ነገር ንይስሃቅ ኣዘንተወሉ።,"['እቲ', 'ግዙእ', 'ድማ', 'ዝገበሮ', 'ዅሉ', 'ነገር', 'ንይስሃቅ', 'ኣዘንተወሉ']","['the', 'servant', 'told', 'isaac', 'all', 'the', 'things', 'that', 'he', 'had', 'done']"
722,"Isaac brought her into his mother Sarah''s tent, and took Rebekah, and she became his wife. He loved her. Isaac was comforted after his mother''s death.",ይስሃቅ ከኣ ናብ ድንኳን ኣዲኡ ሳራ ኣእተዋ። ንርብቃ ድማ ወሰዳ እሞ ሰበይቱ ዀነት፡ ፈተዋውን። ይስሃቅ ከኣ ድሕሪ ሞት ኣዲኡ ተደበሰ።,"['ይስሃቅ', 'ከኣ', 'ናብ', 'ድንኳን', 'ኣዲኡ', 'ሳራ', 'ኣእተዋ', 'ንርብቃ', 'ድማ', 'ወሰዳ', 'እሞ', 'ሰበይቱ', 'ዀነት', 'ፈተዋውን', 'ይስሃቅ', 'ከኣ', 'ድሕሪ', 'ሞት', 'ኣዲኡ', 'ተደበሰ']","['isaac', 'brought', 'her', 'into', 'his', 'mother', ""sarah''s"", 'tent', 'and', 'took', 'rebekah', 'and', 'she', 'became', 'his', 'wife', 'he', 'loved', 'her', 'isaac', 'was', 'comforted', 'after', 'his', ""mother''s"", 'death']"
723,"Abraham took another wife, and her name was Keturah.",ኣብርሃም ድማ መሊሱ ቄጡራ ዝስማ ሰበይቲ ኣእተወ።,"['ኣብርሃም', 'ድማ', 'መሊሱ', 'ቄጡራ', 'ዝስማ', 'ሰበይቲ', 'ኣእተወ']","['abraham', 'took', 'another', 'wife', 'and', 'her', 'name', 'was', 'keturah']"
724,"She bore him Zimran, Jokshan, Medan, Midian, Ishbak, and Shuah.",ንሳ ኸኣ ንዚምራንን ዮቅሻንን ሜዳንን ሚድያንን ይሽባቅን ሹኣሕን ወለደትሉ።,"['ንሳ', 'ኸኣ', 'ንዚምራንን', 'ዮቅሻንን', 'ሜዳንን', 'ሚድያንን', 'ይሽባቅን', 'ሹኣሕን', 'ወለደትሉ']","['she', 'bore', 'him', 'zimran', 'jokshan', 'medan', 'midian', 'ishbak', 'and', 'shuah']"
725,"Jokshan became the father of Sheba, and Dedan. The sons of Dedan were Asshurim, Letushim, and Leummim.",ዮቅሻን ድማ ንሸባን ዴዳንን ወለደ። ደቂ ዴዳን ከኣ ኣሹሪምን ለጡሺምን ለኡሚምን እዮም።,"['ዮቅሻን', 'ድማ', 'ንሸባን', 'ዴዳንን', 'ወለደ', 'ደቂ', 'ዴዳን', 'ከኣ', 'ኣሹሪምን', 'ለጡሺምን', 'ለኡሚምን', 'እዮም']","['jokshan', 'became', 'the', 'father', 'of', 'sheba', 'and', 'dedan', 'the', 'sons', 'of', 'dedan', 'were', 'asshurim', 'letushim', 'and', 'leummim']"
726,"The sons of Midian: Ephah, Epher, Hanoch, Abida, and Eldaah. All these were the children of Keturah.",ደቂ ሚድያን ድማ ኤፋን ኤፌርን ሓኖክን ኣቢዳዕን ኤልዳዕን እዮም። እዚኣቶም ኵሎም ደቂ ቄጡራ እዮም።,"['ደቂ', 'ሚድያን', 'ድማ', 'ኤፋን', 'ኤፌርን', 'ሓኖክን', 'ኣቢዳዕን', 'ኤልዳዕን', 'እዮም', 'እዚኣቶም', 'ኵሎም', 'ደቂ', 'ቄጡራ', 'እዮም']","['the', 'sons', 'of', 'midian', 'ephah', 'epher', 'hanoch', 'abida', 'and', 'eldaah', 'all', 'these', 'were', 'the', 'children', 'of', 'keturah']"
727,"Abraham gave all that he had to Isaac,",ኣብርሃም ድማ ኵሉ ዘለዎ ንይስሃቅ ሀቦ።,"['ኣብርሃም', 'ድማ', 'ኵሉ', 'ዘለዎ', 'ንይስሃቅ', 'ሀቦ']","['abraham', 'gave', 'all', 'that', 'he', 'had', 'to', 'isaac']"
728,"but to the sons of Abraham''s concubines, Abraham gave gifts. He sent them away from Isaac his son, while he yet lived, eastward, to the east country.",ነቶም ውሉድ ኣንስቲ ወሰኑ ንኣብርሃም ግና ኣብርሃም ህያባት ሂቡ፡ ገና ብህይወቱ ኸሎ፡ ካብ ወዱ ይስሃቅ ንሸነኽ ምብራቕ ኣቢሉ ናብ ምድሪ ምብራቕ ሰደዶም።,"['ነቶም', 'ውሉድ', 'ኣንስቲ', 'ወሰኑ', 'ንኣብርሃም', 'ግና', 'ኣብርሃም', 'ህያባት', 'ሂቡ', 'ገና', 'ብህይወቱ', 'ኸሎ', 'ካብ', 'ወዱ', 'ይስሃቅ', 'ንሸነኽ', 'ምብራቕ', 'ኣቢሉ', 'ናብ', 'ምድሪ', 'ምብራቕ', 'ሰደዶም']","['but', 'to', 'the', 'sons', 'of', ""abraham''s"", 'concubines', 'abraham', 'gave', 'gifts', 'he', 'sent', 'them', 'away', 'from', 'isaac', 'his', 'son', 'while', 'he', 'yet', 'lived', 'eastward', 'to', 'the', 'east', 'country']"
729,These are the days of the years of Abraham''s life which he lived: one hundred seventy-five years.,ኣብርሃም ዝነበሮ ዘመን ዓመታት ህይወቱ ኸኣ እዚ እዩ፡ ሚእትን ሰብዓን ሓሙሽተን ዓመት።,"['ኣብርሃም', 'ዝነበሮ', 'ዘመን', 'ዓመታት', 'ህይወቱ', 'ኸኣ', 'እዚ', 'እዩ', 'ሚእትን', 'ሰብዓን', 'ሓሙሽተን', 'ዓመት']","['these', 'are', 'the', 'days', 'of', 'the', 'years', 'of', ""abraham''s"", 'life', 'which', 'he', 'lived', 'one', 'hundred', 'seventy-five', 'years']"
730,"Abraham gave up the spirit, and died in a good old age, an old man, and full of years, and was gathered to his people.",ኣብርሃም ድማ ጽቡቕ እርግና ኣሪጉ ዕድመ ጸጊቡ ትንፋሱ ወጸት ሞተውን፡ ናብ ህዝቡ ኸኣ ተኣከበ።,"['ኣብርሃም', 'ድማ', 'ጽቡቕ', 'እርግና', 'ኣሪጉ', 'ዕድመ', 'ጸጊቡ', 'ትንፋሱ', 'ወጸት', 'ሞተውን', 'ናብ', 'ህዝቡ', 'ኸኣ', 'ተኣከበ']","['abraham', 'gave', 'up', 'the', 'spirit', 'and', 'died', 'in', 'a', 'good', 'old', 'age', 'an', 'old', 'man', 'and', 'full', 'of', 'years', 'and', 'was', 'gathered', 'to', 'his', 'people']"
731,"Isaac and Ishmael, his sons, buried him in the cave of Machpelah, in the field of Ephron, the son of Zohar the Hittite, which is before Mamre,",ደቁ ይስሃቅን እስማኤልን ድማ ኣብታ ኣብ ግራት ኤፍሮን ወዲ ጾሓር ሔታዊ፡ ኣብ መንጽር መምሬ ዘላ በዓቲ ማኽጴላ ቐበርዎ።,"['ደቁ', 'ይስሃቅን', 'እስማኤልን', 'ድማ', 'ኣብታ', 'ኣብ', 'ግራት', 'ኤፍሮን', 'ወዲ', 'ጾሓር', 'ሔታዊ', 'ኣብ', 'መንጽር', 'መምሬ', 'ዘላ', 'በዓቲ', 'ማኽጴላ', 'ቐበርዎ']","['isaac', 'and', 'ishmael', 'his', 'sons', 'buried', 'him', 'in', 'the', 'cave', 'of', 'machpelah', 'in', 'the', 'field', 'of', 'ephron', 'the', 'son', 'of', 'zohar', 'the', 'hittite', 'which', 'is', 'before', 'mamre']"
732,"the field which Abraham purchased of the children of Heth. Abraham was buried there with Sarah, his wife.",ኣብታ ኣብርሃም ካብ ደቂ ሔት እተሻየጣ ግራት፡ ኣብርሃምን ሰበይቱ ሳራን ኣብኣ ተቐብሩ።,"['ኣብታ', 'ኣብርሃም', 'ካብ', 'ደቂ', 'ሔት', 'እተሻየጣ', 'ግራት', 'ኣብርሃምን', 'ሰበይቱ', 'ሳራን', 'ኣብኣ', 'ተቐብሩ']","['the', 'field', 'which', 'abraham', 'purchased', 'of', 'the', 'children', 'of', 'heth', 'abraham', 'was', 'buried', 'there', 'with', 'sarah', 'his', 'wife']"
733,"It happened after the death of Abraham that God blessed Isaac, his son. Isaac lived by Beer Lahai Roi.",ኰነ ድማ፡ ድሕሪ ሞት ኣብርሃም ንወዱ ይስሃቅ ኣምላኽ ባረኾ። ይስሃቅ ከኣ ኣብ ብኤር-ሓላይ-ሮይ ይቕመጥ ነበረ።,"['ኰነ', 'ድማ', 'ድሕሪ', 'ሞት', 'ኣብርሃም', 'ንወዱ', 'ይስሃቅ', 'ኣምላኽ', 'ባረኾ', 'ይስሃቅ', 'ከኣ', 'ኣብ', 'ብኤር-ሓላይ-ሮይ', 'ይቕመጥ', 'ነበረ']","['it', 'happened', 'after', 'the', 'death', 'of', 'abraham', 'that', 'god', 'blessed', 'isaac', 'his', 'son', 'isaac', 'lived', 'by', 'beer', 'lahai', 'roi']"
734,"Now this is the history of the generations of Ishmael, Abraham''s son, whom Hagar the Egyptian, Sarah''s handmaid, bore to Abraham.",ውለዶ እስማኤል ወዲ ኣብርሃም፡ ኣጋር፡ እታ ግብጻዊት ግዝእቲ ሳራ፡ ንኣብርሃም ዝወለደትሉ፡ እዚ እዩ፡,"['ውለዶ', 'እስማኤል', 'ወዲ', 'ኣብርሃም', 'ኣጋር', 'እታ', 'ግብጻዊት', 'ግዝእቲ', 'ሳራ', 'ንኣብርሃም', 'ዝወለደትሉ', 'እዚ', 'እዩ']","['now', 'this', 'is', 'the', 'history', 'of', 'the', 'generations', 'of', 'ishmael', ""abraham''s"", 'son', 'whom', 'hagar', 'the', 'egyptian', ""sarah''s"", 'handmaid', 'bore', 'to', 'abraham']"
735,"These are the names of the sons of Ishmael, by their names, according to the order of their birth: the firstborn of Ishmael, Nebaioth, then Kedar, Adbeel, Mibsam,",ስማት ደቂ እስማኤል በብስሞም ኣብ ወወለዶኦም እዚ እዩ፡ በዅሪ ወዲ እስማኤል ነባዮት፡ ድማ ቄዳርን ኣድብኤልን ሚብሳምን፡,"['ስማት', 'ደቂ', 'እስማኤል', 'በብስሞም', 'ኣብ', 'ወወለዶኦም', 'እዚ', 'እዩ', 'በዅሪ', 'ወዲ', 'እስማኤል', 'ነባዮት', 'ድማ', 'ቄዳርን', 'ኣድብኤልን', 'ሚብሳምን']","['these', 'are', 'the', 'names', 'of', 'the', 'sons', 'of', 'ishmael', 'by', 'their', 'names', 'according', 'to', 'the', 'order', 'of', 'their', 'birth', 'the', 'firstborn', 'of', 'ishmael', 'nebaioth', 'then', 'kedar', 'adbeel', 'mibsam']"
736,"Mishma, Dumah, Massa,",ሚሽማዕን ዱማን ማሳን፡,"['ሚሽማዕን', 'ዱማን', 'ማሳን']","['mishma', 'dumah', 'massa']"
737,"Hadad, Tema, Jetur, Naphish, and Kedemah.",ሓዳርን ቴማን፡ የጡር፡ ናፊሽ፡ ቄድማ ኸኣ።,"['ሓዳርን', 'ቴማን', 'የጡር', 'ናፊሽ', 'ቄድማ', 'ኸኣ']","['hadad', 'tema', 'jetur', 'naphish', 'and', 'kedemah']"
738,"These are the sons of Ishmael, and these are their names, by their villages, and by their encampments: twelve princes, according to their nations.",እዚኣቶም ደቂ እስማኤል እዮም፡ እዚ ድማ እዩ ስሞም በብዓዶም፡ በብሰፈሮም፡ ዓሰርተው ክልተ መሳፍንቲ ነንህዝቦም።,"['እዚኣቶም', 'ደቂ', 'እስማኤል', 'እዮም', 'እዚ', 'ድማ', 'እዩ', 'ስሞም', 'በብዓዶም', 'በብሰፈሮም', 'ዓሰርተው', 'ክልተ', 'መሳፍንቲ', 'ነንህዝቦም']","['these', 'are', 'the', 'sons', 'of', 'ishmael', 'and', 'these', 'are', 'their', 'names', 'by', 'their', 'villages', 'and', 'by', 'their', 'encampments', 'twelve', 'princes', 'according', 'to', 'their', 'nations']"
739,"These are the years of the life of Ishmael: one hundred thirty-seven years. He gave up the spirit and died, and was gathered to his people.",ዓመታት ህይወት እስማኤል ድማ ሚእትን ሰላሳን ሾብዓተን ዓመት ኰነ። ትንፋሱ ወጸት እሞ ሞተ፡ ናብ ህዝቡ ኸኣ ተኣከበ።,"['ዓመታት', 'ህይወት', 'እስማኤል', 'ድማ', 'ሚእትን', 'ሰላሳን', 'ሾብዓተን', 'ዓመት', 'ኰነ', 'ትንፋሱ', 'ወጸት', 'እሞ', 'ሞተ', 'ናብ', 'ህዝቡ', 'ኸኣ', 'ተኣከበ']","['these', 'are', 'the', 'years', 'of', 'the', 'life', 'of', 'ishmael', 'one', 'hundred', 'thirty-seven', 'years', 'he', 'gave', 'up', 'the', 'spirit', 'and', 'died', 'and', 'was', 'gathered', 'to', 'his', 'people']"
740,"They lived from Havilah to Shur that is before Egypt, as you go toward Assyria. He lived opposite all his relatives.",ካብ ሓዊላ ኽሳዕ እታ ኣብ መንጽር ግብጺ ዘሎ ሹር፡ በታ ንኣሶር እተእቱ፡ ሰፊሮም ነበሩ። ኣብ መንጽር ኵሎም ኣሕዋቱ ሰፈረ።,"['ካብ', 'ሓዊላ', 'ኽሳዕ', 'እታ', 'ኣብ', 'መንጽር', 'ግብጺ', 'ዘሎ', 'ሹር', 'በታ', 'ንኣሶር', 'እተእቱ', 'ሰፊሮም', 'ነበሩ', 'ኣብ', 'መንጽር', 'ኵሎም', 'ኣሕዋቱ', 'ሰፈረ']","['they', 'lived', 'from', 'havilah', 'to', 'shur', 'that', 'is', 'before', 'egypt', 'as', 'you', 'go', 'toward', 'assyria', 'he', 'lived', 'opposite', 'all', 'his', 'relatives']"
741,"This is the history of the generations of Isaac, Abraham''s son. Abraham became the father of Isaac.",ወለዶ ይስሃቅ፡ ወዲ ኣብርሃም፡ ድማ እዚ እዩ፡ ኣብርሃም ንይስሃቅ ወለደ፡,"['ወለዶ', 'ይስሃቅ', 'ወዲ', 'ኣብርሃም', 'ድማ', 'እዚ', 'እዩ', 'ኣብርሃም', 'ንይስሃቅ', 'ወለደ']","['this', 'is', 'the', 'history', 'of', 'the', 'generations', 'of', 'isaac', ""abraham''s"", 'son', 'abraham', 'became', 'the', 'father', 'of', 'isaac']"
742,"Isaac was forty years old when he took Rebekah, the daughter of Bethuel the Syrian of Paddan Aram, the sister of Laban the Syrian, to be his wife.",ይስሃቅ ድማ ንርብቃ፡ ጓል ቤቱኤል እቲ ሶርያዊ በዓል ጳዳን-ኣራም፡ ሓብቲ ላባን እቲ ሶርያዊ፡ ንሰበይቱ ኼእትዋ ኸሎ፡ ወዲ ኣርብዓ ዓመት ኰይኑ ነበረ።,"['ይስሃቅ', 'ድማ', 'ንርብቃ', 'ጓል', 'ቤቱኤል', 'እቲ', 'ሶርያዊ', 'በዓል', 'ጳዳን-ኣራም', 'ሓብቲ', 'ላባን', 'እቲ', 'ሶርያዊ', 'ንሰበይቱ', 'ኼእትዋ', 'ኸሎ', 'ወዲ', 'ኣርብዓ', 'ዓመት', 'ኰይኑ', 'ነበረ']","['isaac', 'was', 'forty', 'years', 'old', 'when', 'he', 'took', 'rebekah', 'the', 'daughter', 'of', 'bethuel', 'the', 'syrian', 'of', 'paddan', 'aram', 'the', 'sister', 'of', 'laban', 'the', 'syrian', 'to', 'be', 'his', 'wife']"
743,"Isaac entreated Yahweh for his wife, because she was barren. Yahweh was entreated by him, and Rebekah his wife conceived.",ይስሃቅ ድማ፡ ሰበይቱ ርብቃ መኻን ነበረት እሞ፡ ምእንትኣ ንእግዚኣብሄር ለመነ። እግዚኣብሄር ከኣ ተለመኖ፡ ሰበይቱ ርብቃ ድማ ጠነሰት።,"['ይስሃቅ', 'ድማ', 'ሰበይቱ', 'ርብቃ', 'መኻን', 'ነበረት', 'እሞ', 'ምእንትኣ', 'ንእግዚኣብሄር', 'ለመነ', 'እግዚኣብሄር', 'ከኣ', 'ተለመኖ', 'ሰበይቱ', 'ርብቃ', 'ድማ', 'ጠነሰት']","['isaac', 'entreated', 'yahweh', 'for', 'his', 'wife', 'because', 'she', 'was', 'barren', 'yahweh', 'was', 'entreated', 'by', 'him', 'and', 'rebekah', 'his', 'wife', 'conceived']"
744,"The children struggled together within her. She said, ""If it be so, why do I live?"" She went to inquire of Yahweh.",እቶም ቈልዑ ኸኣ ኣብ ማሕጸና ይዳፋፍኡ ነበሩ። ሽዑ ንሳ፡ ከምዚ ኻብ ኰነ ደኣ፡ ንምንታይ እነብር አሎኹ፧ በለት። ንእግዚኣብሄር ክትሓትት ድማ ኸደት።,"['እቶም', 'ቈልዑ', 'ኸኣ', 'ኣብ', 'ማሕጸና', 'ይዳፋፍኡ', 'ነበሩ', 'ሽዑ', 'ንሳ', 'ከምዚ', 'ኻብ', 'ኰነ', 'ደኣ', 'ንምንታይ', 'እነብር', 'አሎኹ', 'በለት', 'ንእግዚኣብሄር', 'ክትሓትት', 'ድማ', 'ኸደት']","['the', 'children', 'struggled', 'together', 'within', 'her', 'she', 'said', '""if', 'it', 'be', 'so', 'why', 'do', 'i', 'live?""', 'she', 'went', 'to', 'inquire', 'of', 'yahweh']"
745,"Yahweh said to her, Two nations are in your womb. Two peoples will be separated from your body. The one people will be stronger than the other people. The elder will serve the younger.",እግዚኣብሄር ከኣ በላ፡ ኣብ ማሕጸንኪ ኽልተ ህዝቢ አለዉ፡ ካብ ከርስኺውን ክልተ ህዝቢ ኺፋላለዩ እዮም። እቲ ሓደ ህዝቢ ኻብቲ ኻልኣይ ህዝቢ ኺብርትዕ እዩ። እቲ ዓብዪ ነቲ ንእሽቶ ኺግዛእ እዩ።,"['እግዚኣብሄር', 'ከኣ', 'በላ', 'ኣብ', 'ማሕጸንኪ', 'ኽልተ', 'ህዝቢ', 'አለዉ', 'ካብ', 'ከርስኺውን', 'ክልተ', 'ህዝቢ', 'ኺፋላለዩ', 'እዮም', 'እቲ', 'ሓደ', 'ህዝቢ', 'ኻብቲ', 'ኻልኣይ', 'ህዝቢ', 'ኺብርትዕ', 'እዩ', 'እቲ', 'ዓብዪ', 'ነቲ', 'ንእሽቶ', 'ኺግዛእ', 'እዩ']","['yahweh', 'said', 'to', 'her', 'two', 'nations', 'are', 'in', 'your', 'womb', 'two', 'peoples', 'will', 'be', 'separated', 'from', 'your', 'body', 'the', 'one', 'people', 'will', 'be', 'stronger', 'than', 'the', 'other', 'people', 'the', 'elder', 'will', 'serve', 'the', 'younger']"
746,"When her days to be delivered were fulfilled, behold, there were twins in her womb.",ክትወልድ ኣዋርሓ ምስ በጽሔ ድማ፡ እንሆ፡ ኣብ ማሕጸና ማንታ ነበሩ።,"['ክትወልድ', 'ኣዋርሓ', 'ምስ', 'በጽሔ', 'ድማ', 'እንሆ', 'ኣብ', 'ማሕጸና', 'ማንታ', 'ነበሩ']","['when', 'her', 'days', 'to', 'be', 'delivered', 'were', 'fulfilled', 'behold', 'there', 'were', 'twins', 'in', 'her', 'womb']"
